20230525-21:44:35.115	,0.175	,SV[0] 1	,OK	,	,OK	,0	,CMD
20230525-21:44:35.290	,0.000	,// SDS 10uL/s total 200uL	,OK	,	,OK	,0	,
20230525-21:44:35.294	,0.603	,VICI_EMHCA[0] P 3	,OK	,	,OK	,1073676294	,VISA Read in VICI EMHCA_10PORTS.lvclass:EMHCA_10_MOV.vi->VICI EMHCA_10PORTS.lvclass:EMHCA_10 action.vi->00_action_jmc.vi->02_automator_jmc.vi
20230525-21:44:35.897	,1.000	,WAIT 1	,OK	,	,OK	,0	,EXEOK
20230525-21:44:36.897	,0.168	,SV[1] 0	,OK	,	,OK	,0	,CMD
20230525-21:44:37.065	,0.176	,SV[0] 0	,OK	,	,OK	,0	,CMD
20230525-21:44:37.242	,16.336	,SP_CENTRIS PULL 10,150	,OK	,	,OK	,62	,EXEOK
20230525-21:44:53.577	,2.001	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:44:55.578	,0.602	,VICI_EMHCA[0] P 2	,OK	,	,OK	,1073676294	,VISA Read in VICI EMHCA_10PORTS.lvclass:EMHCA_10_MOV.vi->VICI EMHCA_10PORTS.lvclass:EMHCA_10 action.vi->00_action_jmc.vi->02_automator_jmc.vi
20230525-21:44:56.180	,1.462	,SP_CENTRIS PULL 5,2	,OK	,	,OK	,3	,EXEOK
20230525-21:44:57.642	,2.000	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:44:59.642	,0.604	,VICI_EMHCA[0] P 11	,OK	,	,OK	,1073676294	,VISA Read in VICI EMHCA_10PORTS.lvclass:EMHCA_10_MOV.vi->VICI EMHCA_10PORTS.lvclass:EMHCA_10 action.vi->00_action_jmc.vi->02_automator_jmc.vi
20230525-21:45:00.245	,6.003	,SP_CENTRIS PULL 10,48	,OK	,	,OK	,21	,EXEOK
20230525-21:45:06.249	,2.000	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:45:08.248	,0.175	,SV[1] 1	,OK	,	,OK	,0	,CMD
20230525-21:45:08.424	,0.177	,SV[0] 1	,OK	,	,OK	,0	,CMD
20230525-21:45:08.600	,0.000	,// USB 10uL/s total 200uL	,OK	,	,OK	,0	,
20230525-21:45:08.604	,0.600	,VICI_EMHCA[0] P 11	,OK	,	,OK	,1073676294	,VISA Read in VICI EMHCA_10PORTS.lvclass:EMHCA_10_MOV.vi->VICI EMHCA_10PORTS.lvclass:EMHCA_10 action.vi->00_action_jmc.vi->02_automator_jmc.vi
20230525-21:45:09.205	,3.229	,SP_CENTRIS PULL 80,150	,OK	,	,OK	,10	,EXEOK
20230525-21:45:12.434	,2.000	,WAIT 2	,OK	,	,OK	,0	,EXEOK
20230525-21:45:14.434	,0.182	,SV[1] 0	,OK	,	,OK	,0	,CMD
20230525-21:45:14.616	,0.176	,SV[0] 0	,OK	,	,OK	,0	,CMD
